DELIVERY_START,spot_id_delta,load_forecast,coal_power_available,gas_power_available,nucelear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price,hour,weekday,month,is_weekend,sin_hour,cos_hour,sin_weekday,cos_weekday,sin_month,cos_month,Y_lag_1,Y_rolling_mean_6,Y_rolling_std_6,Y_gas_mean_6,Y_gas_std_6,Y_coal_mean_6,Y_coal_std_6
2023-01-03 00:00:00,-13.157136380029884,48275.0,3386.0,11945.0,42390.0,3792.0,0.0,64.52929111469219,0.0,114.88,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.5100209960312441,0.9718588287445705,7.2942210368660545,11945.0,0.0,3386.0,0.0
2023-01-03 01:00:00,-9.86890778286461,47626.0,3386.0,11945.0,42390.0,4033.0,0.0,87.20623890855042,0.0,110.62,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-13.157136380029884,-1.7979374945653932,7.799159934961774,11945.0,0.0,3386.0,0.0
2023-01-03 02:00:00,-9.799528643374243,45648.0,3386.0,11945.0,42390.0,4200.0,0.0,68.27149282113444,0.0,105.31,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-9.86890778286461,-4.431100806440703,7.2905332358799475,11945.0,0.0,3386.0,0.0
2023-01-03 03:00:00,-10.425932680283466,44972.0,3386.0,11945.0,42390.0,4360.0,0.0,59.99509783895586,0.0,94.95,3,1,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-9.799528643374243,-6.575416374910728,6.736428747117731,11945.0,0.0,3386.0,0.0
2023-01-03 04:00:00,-6.188734222433908,47372.0,3386.0,11945.0,42390.0,4495.0,0.0,49.1226622620602,0.0,97.82,4,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-10.425932680283466,-8.155036452159159,4.791017593610719,11945.0,0.0,3386.0,0.0
2023-01-03 05:00:00,2.115628829161679,52055.0,3386.0,11945.0,42390.0,4602.0,0.0,26.33544295347159,0.0,111.69,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-6.188734222433908,-7.8874351466374195,5.3803890175269675,11945.0,0.0,3386.0,0.0
2023-01-03 06:00:00,9.213948748935708,56983.0,3386.0,11945.0,42390.0,4847.0,0.0,41.22804426585026,0.0,140.75,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,2.115628829161679,-4.158920958476488,8.074894446941808,11945.0,0.0,3386.0,0.0
2023-01-03 07:00:00,21.42721418295676,59314.0,3386.0,11945.0,42390.0,5062.0,161.0,52.26178448586565,4.941487696392136,178.12,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,9.213948748935708,1.057099369160408,12.52856540260946,11945.0,0.0,3386.0,0.0
2023-01-03 08:00:00,13.370788256506785,59973.0,3386.0,11945.0,42390.0,5216.0,885.0,80.9000836180763,15.483598744005224,196.39,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,21.42721418295676,4.918818852473913,12.075661913471153,11945.0,0.0,3386.0,0.0
2023-01-03 09:00:00,5.315204342559781,59900.0,3386.0,11945.0,42390.0,5543.0,2091.0,75.65109540049062,34.9399578361903,186.69,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,13.370788256506785,7.542341689614454,9.513217569623684,11945.0,0.0,3386.0,0.0
2023-01-03 10:00:00,2.104062433750272,59744.0,3386.0,11945.0,42390.0,5746.0,3373.0,83.51558501966257,68.79364330719147,168.55,10,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,5.315204342559781,8.924474465645151,7.511021663313688,11945.0,0.0,3386.0,0.0
2023-01-03 11:00:00,-0.4932112119644785,59124.0,3386.0,11945.0,42390.0,5817.0,4264.0,54.885144483433024,106.35346173740372,160.96,11,1,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,2.104062433750272,8.489667792124125,8.040837216292864,11945.0,0.0,3386.0,0.0
2023-01-03 12:00:00,4.813075974969991,57435.0,3386.0,11945.0,42390.0,6097.0,4498.0,70.50008111987181,137.88694810429442,150.89,12,1,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-0.4932112119644785,7.7561889964631705,8.16137382207265,11945.0,0.0,3386.0,0.0
2023-01-03 13:00:00,8.497617731643743,56325.0,3386.0,11945.0,42390.0,6377.0,3967.0,78.68313636169071,151.6412713063257,153.29,13,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,4.813075974969991,5.601256254577668,4.8750485024331525,11945.0,0.0,3386.0,0.0
2023-01-03 14:00:00,11.212254542697536,55810.0,3386.0,11945.0,42390.0,6525.0,2257.0,227.27899608959035,103.12156487785272,158.22,14,1,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,8.497617731643743,5.2415006356094604,4.223070426440648,11945.0,0.0,3386.0,0.0
2023-01-03 15:00:00,14.221231992367592,55009.0,3386.0,11945.0,42390.0,7012.0,885.0,232.95144940046563,53.4503478243096,162.41,15,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,11.212254542697536,6.725838577244095,5.5961094947589,11945.0,0.0,3386.0,0.0
2023-01-03 16:00:00,13.223162958153807,58478.0,3386.0,11945.0,42390.0,7666.0,162.0,178.18601614382217,18.377781616475293,169.26,16,1,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,14.221231992367592,8.579021997978018,5.600551473409461,11945.0,0.0,3386.0,0.0
2023-01-03 17:00:00,8.245455514929915,61593.0,3386.0,11945.0,42390.0,8568.0,0.0,147.92407694382453,0.0,176.84,17,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,13.223162958153807,10.035466452460417,3.518788215298393,11945.0,0.0,3386.0,0.0
2023-01-03 18:00:00,16.67079687921685,62017.0,3386.0,11945.0,42390.0,9461.0,0.0,81.61288802672918,0.0,175.66,18,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,8.245455514929915,12.011753269834893,3.323532535911039,11945.0,0.0,3386.0,0.0
2023-01-03 19:00:00,17.478587172688066,58346.0,3386.0,11945.0,42390.0,10131.0,0.0,116.05650990816272,0.0,169.93,19,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,16.67079687921685,13.508581510008947,3.444517331743394,11945.0,0.0,3386.0,0.0
2023-01-03 20:00:00,4.1121921590281545,54932.0,3386.0,11945.0,42390.0,10713.0,0.0,156.48130878798372,0.0,149.53,20,1,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,17.478587172688066,12.325237779397384,5.175726021132964,11945.0,0.0,3386.0,0.0
2023-01-03 21:00:00,-0.4809391169785897,54545.0,3386.0,11945.0,42390.0,11224.0,0.0,209.04886646769648,0.0,130.54,21,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,4.1121921590281545,9.874875927839687,7.1877455805476815,11945.0,0.0,3386.0,0.0
2023-01-03 22:00:00,-8.26267795818245,54678.0,3386.0,11945.0,42390.0,11696.0,0.0,255.2223058371364,0.0,117.23,22,1,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-0.4809391169785897,6.2939024417836436,9.99137669130129,11945.0,0.0,3386.0,0.0
2023-01-03 23:00:00,-4.13928545236756,52131.0,2806.0,11945.0,42748.0,11973.0,0.0,157.07665378215282,0.0,100.77,23,1,1,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-8.26267795818245,4.229778947234065,10.757483500988949,11945.0,0.0,3289.3333333333335,236.78400846904069
2023-01-04 00:00:00,-30.59588122683394,51051.0,2806.0,11945.0,42748.0,12116.0,0.0,100.24096784242964,0.0,102.25,0,2,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-4.13928545236756,-3.648000737107733,15.90162544657527,11945.0,0.0,3192.6666666666665,299.510712106707
2023-01-04 01:00:00,-42.221598083308805,50645.0,2806.0,11945.0,42748.0,12269.0,0.0,100.03046921434422,0.0,98.38,1,2,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-30.59588122683394,-13.598031613107212,18.50340221760498,11945.0,0.0,3096.0,317.67908335299643
2023-01-04 02:00:00,-37.94196648957907,48275.0,2806.0,11945.0,42748.0,12373.0,0.0,77.52555977418488,0.0,90.63,2,2,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-42.221598083308805,-20.60705805454175,18.417903775418036,11945.0,0.0,2999.3333333333335,299.510712106707
2023-01-04 03:00:00,-24.21527902134305,47224.0,2806.0,11945.0,42748.0,12519.0,0.0,41.43882805519669,0.0,74.82,3,2,1,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-37.94196648957907,-24.562781371935827,15.55742916214936,11945.0,0.0,2902.6666666666665,236.78400846904069
