DELIVERY_START,spot_id_delta
2023-04-02 00:00:00+02:00,-2.7038291797122946
2023-04-02 01:00:00+02:00,-3.783243899673731
2023-04-02 02:00:00+02:00,-4.483694647304294
2023-04-02 03:00:00+02:00,-6.234179839026997
2023-04-02 04:00:00+02:00,-6.375345816860483
2023-04-02 05:00:00+02:00,-6.222814843849661
2023-04-02 06:00:00+02:00,-7.093132984634708
2023-04-02 07:00:00+02:00,-5.6018004537161605
2023-04-02 08:00:00+02:00,-4.795867402346058
2023-04-02 09:00:00+02:00,-2.801342307014418
2023-04-02 10:00:00+02:00,-31.533424458479494
2023-04-02 11:00:00+02:00,-34.11105787539657
2023-04-02 12:00:00+02:00,-5.064153350828336
2023-04-02 13:00:00+02:00,-3.6871186834929843
2023-04-02 14:00:00+02:00,-4.8483092427085595
2023-04-02 15:00:00+02:00,-2.744092811909643
2023-04-02 16:00:00+02:00,-3.5025093018078453
2023-04-02 17:00:00+02:00,-4.933777729026208
2023-04-02 18:00:00+02:00,-3.7817739666497046
2023-04-02 19:00:00+02:00,-1.945697645775744
2023-04-02 20:00:00+02:00,-5.2019392477054645
2023-04-02 21:00:00+02:00,-4.297233708309781
2023-04-02 22:00:00+02:00,-4.621026243912402
2023-04-02 23:00:00+02:00,-5.033436911149362
2023-04-03 00:00:00+02:00,-9.555956741975454
2023-04-03 01:00:00+02:00,-9.44772345347647
2023-04-03 02:00:00+02:00,-10.26453212645692
2023-04-03 03:00:00+02:00,-10.955005803197645
2023-04-03 04:00:00+02:00,-11.252036034274719
2023-04-03 05:00:00+02:00,-9.923082044376745
2023-04-03 06:00:00+02:00,-9.288473568141645
2023-04-03 07:00:00+02:00,-12.419289343363328
2023-04-03 08:00:00+02:00,-14.524790387333448
2023-04-03 09:00:00+02:00,-77.82898663623813
2023-04-03 10:00:00+02:00,-78.78718436205327
2023-04-03 11:00:00+02:00,-73.29224197354122
2023-04-03 12:00:00+02:00,-55.301923877283336
2023-04-03 13:00:00+02:00,-60.75021875761893
2023-04-03 14:00:00+02:00,7.156082864908798
2023-04-03 15:00:00+02:00,-27.0227749856172
2023-04-03 16:00:00+02:00,-14.791939544003268
2023-04-03 17:00:00+02:00,-13.738541368919138
2023-04-03 18:00:00+02:00,-69.25193256376453
2023-04-03 19:00:00+02:00,-11.30773253940327
2023-04-03 20:00:00+02:00,-2.198739953705256
2023-04-03 21:00:00+02:00,-0.9254771343505607
2023-04-03 22:00:00+02:00,-0.5895021192115728
2023-04-03 23:00:00+02:00,-0.8200187533621313
2023-04-04 00:00:00+02:00,-1.498660445242778
2023-04-04 01:00:00+02:00,-1.710871508182934
2023-04-04 02:00:00+02:00,-2.7769796804615474
2023-04-04 03:00:00+02:00,-7.785190290016826
2023-04-04 04:00:00+02:00,-7.635626053211736
2023-04-04 05:00:00+02:00,-7.182267359973423
2023-04-04 06:00:00+02:00,-14.54002563267939
2023-04-04 07:00:00+02:00,-16.417203987937437
2023-04-04 08:00:00+02:00,-45.65725685112081
2023-04-04 09:00:00+02:00,-72.75345497657901
2023-04-04 10:00:00+02:00,-45.39836677271144
2023-04-04 11:00:00+02:00,-34.213943353976035
2023-04-04 12:00:00+02:00,-33.290226414786325
2023-04-04 13:00:00+02:00,-23.627027544793822
2023-04-04 14:00:00+02:00,-25.81015776348163
2023-04-04 15:00:00+02:00,-25.970421500659565
2023-04-04 16:00:00+02:00,7.721274841662942
2023-04-04 17:00:00+02:00,3.618875219275595
2023-04-04 18:00:00+02:00,-59.04242484949421
2023-04-04 19:00:00+02:00,-16.757980567722974
2023-04-04 20:00:00+02:00,-11.792837921096876
2023-04-04 21:00:00+02:00,-10.600643675854112
2023-04-04 22:00:00+02:00,-9.660951068562566
2023-04-04 23:00:00+02:00,-10.85754716014201
2023-04-05 00:00:00+02:00,-10.177748195822408
2023-04-05 01:00:00+02:00,-8.770415016010041
2023-04-05 02:00:00+02:00,-8.512495340343428
2023-04-05 03:00:00+02:00,-5.993239891125801
2023-04-05 04:00:00+02:00,-4.716996345131238
2023-04-05 05:00:00+02:00,-7.682679790261029
2023-04-05 06:00:00+02:00,-6.337656837804426
2023-04-05 07:00:00+02:00,-7.130447148930299
2023-04-05 08:00:00+02:00,-38.02759557698578
2023-04-05 09:00:00+02:00,-45.481665068864245
2023-04-05 10:00:00+02:00,-16.94576135140331
2023-04-05 11:00:00+02:00,-17.60464016981994
2023-04-05 12:00:00+02:00,-26.28566593955285
2023-04-05 13:00:00+02:00,-29.08032029216192
2023-04-05 14:00:00+02:00,-24.929129373765438
2023-04-05 15:00:00+02:00,4.148548751533834
2023-04-05 16:00:00+02:00,9.045468173886938
2023-04-05 17:00:00+02:00,2.9102700980594602
2023-04-05 18:00:00+02:00,-10.602869830132574
2023-04-05 19:00:00+02:00,-7.962453717494282
2023-04-05 20:00:00+02:00,-4.955853803919548
2023-04-05 21:00:00+02:00,3.56923951075425
2023-04-05 22:00:00+02:00,3.142404046386718
2023-04-05 23:00:00+02:00,-4.295023428693246
2023-04-06 00:00:00+02:00,-7.348584362448946
2023-04-06 01:00:00+02:00,-7.114673024239353
2023-04-06 02:00:00+02:00,-7.445696149790651
2023-04-06 03:00:00+02:00,-7.300044339127175
2023-04-06 04:00:00+02:00,-7.087128277854897
2023-04-06 05:00:00+02:00,-6.254708534651033
2023-04-06 06:00:00+02:00,-9.45038169817432
2023-04-06 07:00:00+02:00,-8.314202673026404
2023-04-06 08:00:00+02:00,-11.611085829491243
2023-04-06 09:00:00+02:00,-52.3958975891085
2023-04-06 10:00:00+02:00,-53.89408568822243
2023-04-06 11:00:00+02:00,-54.04504622910723
2023-04-06 12:00:00+02:00,-37.36505033651608
2023-04-06 13:00:00+02:00,-30.927921358045765
2023-04-06 14:00:00+02:00,-16.907467706356925
2023-04-06 15:00:00+02:00,10.621885518304365
2023-04-06 16:00:00+02:00,4.944839319383591
2023-04-06 17:00:00+02:00,-6.498273557607627
2023-04-06 18:00:00+02:00,-17.143292170164422
2023-04-06 19:00:00+02:00,-13.994560980962028
2023-04-06 20:00:00+02:00,-12.210038649216617
2023-04-06 21:00:00+02:00,-0.3979831233250281
2023-04-06 22:00:00+02:00,-9.704795462344597
2023-04-06 23:00:00+02:00,-9.031745758410741
2023-04-07 00:00:00+02:00,-7.6800598021029405
2023-04-07 01:00:00+02:00,-7.031809058626466
2023-04-07 02:00:00+02:00,-6.039247044121282
2023-04-07 03:00:00+02:00,-7.316484861521606
2023-04-07 04:00:00+02:00,-7.174306461963885
2023-04-07 05:00:00+02:00,-7.456150659233745
2023-04-07 06:00:00+02:00,-16.924262197231013
2023-04-07 07:00:00+02:00,-11.637991118450017
2023-04-07 08:00:00+02:00,-12.040907157801472
2023-04-07 09:00:00+02:00,-67.24676846476423
2023-04-07 10:00:00+02:00,-60.11448045079465
2023-04-07 11:00:00+02:00,-29.6646906157755
2023-04-07 12:00:00+02:00,-21.486004502393456
2023-04-07 13:00:00+02:00,-18.92670763440578
2023-04-07 14:00:00+02:00,-29.599635966891537
2023-04-07 15:00:00+02:00,17.469100725011835
2023-04-07 16:00:00+02:00,12.746103312485138
2023-04-07 17:00:00+02:00,-11.04820111520202
2023-04-07 18:00:00+02:00,-10.149919230303897
2023-04-07 19:00:00+02:00,-7.101220969634174
2023-04-07 20:00:00+02:00,-7.97567256260442
2023-04-07 21:00:00+02:00,-8.157253395043313
2023-04-07 22:00:00+02:00,-7.766117329243396
2023-04-07 23:00:00+02:00,-8.580417439757838
2023-04-08 00:00:00+02:00,-7.237868797583169
2023-04-08 01:00:00+02:00,-6.679001903404509
2023-04-08 02:00:00+02:00,-7.71224939981927
2023-04-08 03:00:00+02:00,-9.05066793510705
2023-04-08 04:00:00+02:00,-10.0649664407305
2023-04-08 05:00:00+02:00,-9.43832663916243
2023-04-08 06:00:00+02:00,-8.719087772368484
2023-04-08 07:00:00+02:00,-7.827983527484262
2023-04-08 08:00:00+02:00,-8.000215512030996
2023-04-08 09:00:00+02:00,-36.81427864937353
2023-04-08 10:00:00+02:00,8.374119719438413
2023-04-08 11:00:00+02:00,11.666181959657946
2023-04-08 12:00:00+02:00,10.986848546681278
2023-04-08 13:00:00+02:00,10.332275051620364
2023-04-08 14:00:00+02:00,8.115131606571804
2023-04-08 15:00:00+02:00,-0.7104940260415796
2023-04-08 16:00:00+02:00,-4.23719041225894
2023-04-08 17:00:00+02:00,-5.584834696189991
2023-04-08 18:00:00+02:00,-11.840932379250818
2023-04-08 19:00:00+02:00,-8.937310816713248
2023-04-08 20:00:00+02:00,-7.566557636753504
2023-04-08 21:00:00+02:00,-8.506323968186294
2023-04-08 22:00:00+02:00,-8.036236238794352
2023-04-08 23:00:00+02:00,-7.909934005167099
2023-04-09 00:00:00+02:00,-8.405665030747754
2023-04-09 01:00:00+02:00,-9.15971454567612
2023-04-09 02:00:00+02:00,-8.55240314624305
2023-04-09 03:00:00+02:00,-8.944936810142178
2023-04-09 04:00:00+02:00,-9.693668838762404
2023-04-09 05:00:00+02:00,-9.539070621446097
2023-04-09 06:00:00+02:00,-9.078314515256405
2023-04-09 07:00:00+02:00,-9.006771503746814
2023-04-09 08:00:00+02:00,-9.006327001630739
2023-04-09 09:00:00+02:00,-9.69428947925657
2023-04-09 10:00:00+02:00,-0.7600681993023295
2023-04-09 11:00:00+02:00,14.769612326601862
2023-04-09 12:00:00+02:00,12.672436921790595
2023-04-09 13:00:00+02:00,10.489976090133895
2023-04-09 14:00:00+02:00,4.884966967761752
2023-04-09 15:00:00+02:00,-1.3807153410879667
2023-04-09 16:00:00+02:00,-0.7649061074472131
2023-04-09 17:00:00+02:00,-11.199516239674212
2023-04-09 18:00:00+02:00,-10.996220012436822
2023-04-09 19:00:00+02:00,-7.686472610472916
2023-04-09 20:00:00+02:00,-8.530846334038326
2023-04-09 21:00:00+02:00,-10.01380104939763
2023-04-09 22:00:00+02:00,-10.41860711876207
2023-04-09 23:00:00+02:00,-10.25940668241018
2023-04-10 00:00:00+02:00,-8.778736701672383
2023-04-10 01:00:00+02:00,-8.537377989103051
2023-04-10 02:00:00+02:00,-8.32090384336657
2023-04-10 03:00:00+02:00,-8.116293490578613
2023-04-10 04:00:00+02:00,-9.108559625017326
2023-04-10 05:00:00+02:00,-9.720997093648982
2023-04-10 06:00:00+02:00,-8.886974166871
2023-04-10 07:00:00+02:00,-6.249684976961643
2023-04-10 08:00:00+02:00,-5.616170212890683
2023-04-10 09:00:00+02:00,-12.772788230795754
2023-04-10 10:00:00+02:00,-12.464104931480714
2023-04-10 11:00:00+02:00,4.5332879633367895
2023-04-10 12:00:00+02:00,18.432004469081836
2023-04-10 13:00:00+02:00,17.12113070200969
2023-04-10 14:00:00+02:00,-10.057088782187305
2023-04-10 15:00:00+02:00,-9.179844036573444
2023-04-10 16:00:00+02:00,-0.14370369978200775
2023-04-10 17:00:00+02:00,-0.6955929886328861
2023-04-10 18:00:00+02:00,0.34394944037489306
2023-04-10 19:00:00+02:00,1.1546728684119305
2023-04-10 20:00:00+02:00,8.54224633866664
2023-04-10 21:00:00+02:00,8.78450431187197
2023-04-10 22:00:00+02:00,9.634141990574607
2023-04-10 23:00:00+02:00,9.669342426473667
2023-04-11 00:00:00+02:00,2.8931233985047426
2023-04-11 01:00:00+02:00,2.6212404097004263
2023-04-11 02:00:00+02:00,2.8175125619743886
2023-04-11 03:00:00+02:00,-2.0322734351026477
2023-04-11 04:00:00+02:00,-5.9367269474120725
2023-04-11 05:00:00+02:00,-7.53738254544137
2023-04-11 06:00:00+02:00,-3.207927322251308
2023-04-11 07:00:00+02:00,-8.985796066438986
2023-04-11 08:00:00+02:00,-6.951831435421697
2023-04-11 09:00:00+02:00,-90.78796490040915
2023-04-11 10:00:00+02:00,-92.64817061840539
2023-04-11 11:00:00+02:00,-82.55026011043198
2023-04-11 12:00:00+02:00,-7.571582995523995
2023-04-11 13:00:00+02:00,7.1034623295799095
2023-04-11 14:00:00+02:00,15.745911544627834
2023-04-11 15:00:00+02:00,5.5788713867956
2023-04-11 16:00:00+02:00,-9.444420272435803
2023-04-11 17:00:00+02:00,-11.26145735461802
2023-04-11 18:00:00+02:00,-10.1989605083302
2023-04-11 19:00:00+02:00,-35.82434837977809
2023-04-11 20:00:00+02:00,1.2408968111571799
2023-04-11 21:00:00+02:00,2.7116400752675256
2023-04-11 22:00:00+02:00,3.0043728434082935
2023-04-11 23:00:00+02:00,6.425476160783594
2023-04-12 00:00:00+02:00,4.45979842333331
2023-04-12 01:00:00+02:00,4.4087697890082
2023-04-12 02:00:00+02:00,4.765486172616848
2023-04-12 03:00:00+02:00,4.299076860408572
2023-04-12 04:00:00+02:00,1.5743330164969456
2023-04-12 05:00:00+02:00,0.5647452947548937
2023-04-12 06:00:00+02:00,1.0814760497273495
2023-04-12 07:00:00+02:00,0.9849951546770537
2023-04-12 08:00:00+02:00,-22.80009224685315
2023-04-12 09:00:00+02:00,-62.522203250665534
2023-04-12 10:00:00+02:00,-75.4406979308496
2023-04-12 11:00:00+02:00,-78.2195901823932
2023-04-12 12:00:00+02:00,-75.42041977504533
2023-04-12 13:00:00+02:00,-54.87543183441713
2023-04-12 14:00:00+02:00,-31.91199228629868
2023-04-12 15:00:00+02:00,1.0546563534524669
2023-04-12 16:00:00+02:00,3.9870201877176514
2023-04-12 17:00:00+02:00,6.071426672634908
2023-04-12 18:00:00+02:00,6.557553850624289
2023-04-12 19:00:00+02:00,-16.24960915838073
